,Cluster,Num_Constituents,Total_Mass,Total_Charge,Sum_Radii
311,Frame26_Cluster11,138,138000,0,103.5
312,Frame27_Cluster0,586,586000,0,439.5
313,Frame27_Cluster1,433,433000,0,324.75
314,Frame27_Cluster2,414,414000,0,310.5
315,Frame27_Cluster3,389,389000,0,291.75
316,Frame27_Cluster4,352,352000,0,264.0
317,Frame27_Cluster5,313,313000,0,234.75
318,Frame27_Cluster6,292,292000,0,219.0
319,Frame27_Cluster7,244,244000,0,183.0
320,Frame27_Cluster8,241,241000,0,180.75
321,Frame27_Cluster9,207,207000,0,155.25
322,Frame27_Cluster10,206,206000,0,154.5
323,Frame27_Cluster11,138,138000,0,103.5
324,Frame28_Cluster0,586,586000,0,439.5
325,Frame28_Cluster1,433,433000,0,324.75
326,Frame28_Cluster2,414,414000,0,310.5
327,Frame28_Cluster3,389,389000,0,291.75
328,Frame28_Cluster4,352,352000,0,264.0
329,Frame28_Cluster5,313,313000,0,234.75
330,Frame28_Cluster6,292,292000,0,219.0
331,Frame28_Cluster7,244,244000,0,183.0
332,Frame28_Cluster8,241,241000,0,180.75
333,Frame28_Cluster9,207,207000,0,155.25
334,Frame28_Cluster10,206,206000,0,154.5
335,Frame28_Cluster11,138,138000,0,103.5
336,Frame29_Cluster0,586,586000,0,439.5
337,Frame29_Cluster1,433,433000,0,324.75
338,Frame29_Cluster2,414,414000,0,310.5
339,Frame29_Cluster3,389,389000,0,291.75
340,Frame29_Cluster4,352,352000,0,264.0
341,Frame29_Cluster5,313,313000,0,234.75
342,Frame29_Cluster6,292,292000,0,219.0
343,Frame29_Cluster7,244,244000,0,183.0
344,Frame29_Cluster8,241,241000,0,180.75
345,Frame29_Cluster9,207,207000,0,155.25
346,Frame29_Cluster10,206,206000,0,154.5
347,Frame29_Cluster11,138,138000,0,103.5
348,Frame30_Cluster0,586,586000,0,439.5
349,Frame30_Cluster1,433,433000,0,324.75
350,Frame30_Cluster2,414,414000,0,310.5
351,Frame30_Cluster3,389,389000,0,291.75
352,Frame30_Cluster4,352,352000,0,264.0
353,Frame30_Cluster5,313,313000,0,234.75
354,Frame30_Cluster6,292,292000,0,219.0
355,Frame30_Cluster7,244,244000,0,183.0
356,Frame30_Cluster8,241,241000,0,180.75
357,Frame30_Cluster9,207,207000,0,155.25
358,Frame30_Cluster10,206,206000,0,154.5
359,Frame30_Cluster11,138,138000,0,103.5
360,Frame31_Cluster0,586,586000,0,439.5
361,Frame31_Cluster1,433,433000,0,324.75
362,Frame31_Cluster2,414,414000,0,310.5
363,Frame31_Cluster3,389,389000,0,291.75
364,Frame31_Cluster4,352,352000,0,264.0
365,Frame31_Cluster5,313,313000,0,234.75
366,Frame31_Cluster6,292,292000,0,219.0
367,Frame31_Cluster7,244,244000,0,183.0
368,Frame31_Cluster8,241,241000,0,180.75
369,Frame31_Cluster9,207,207000,0,155.25
370,Frame31_Cluster10,206,206000,0,154.5
371,Frame31_Cluster11,138,138000,0,103.5
372,Frame32_Cluster0,586,586000,0,439.5
373,Frame32_Cluster1,433,433000,0,324.75
374,Frame32_Cluster2,414,414000,0,310.5
375,Frame32_Cluster3,389,389000,0,291.75
376,Frame32_Cluster4,352,352000,0,264.0
377,Frame32_Cluster5,313,313000,0,234.75
378,Frame32_Cluster6,292,292000,0,219.0
379,Frame32_Cluster7,244,244000,0,183.0
380,Frame32_Cluster8,241,241000,0,180.75
381,Frame32_Cluster9,207,207000,0,155.25
382,Frame32_Cluster10,206,206000,0,154.5
383,Frame32_Cluster11,138,138000,0,103.5
384,Frame33_Cluster0,586,586000,0,439.5
385,Frame33_Cluster1,433,433000,0,324.75
386,Frame33_Cluster2,414,414000,0,310.5
387,Frame33_Cluster3,389,389000,0,291.75
388,Frame33_Cluster4,352,352000,0,264.0
389,Frame33_Cluster5,313,313000,0,234.75
390,Frame33_Cluster6,292,292000,0,219.0
391,Frame33_Cluster7,244,244000,0,183.0
392,Frame33_Cluster8,241,241000,0,180.75
393,Frame33_Cluster9,207,207000,0,155.25
394,Frame33_Cluster10,206,206000,0,154.5
395,Frame33_Cluster11,138,138000,0,103.5
396,Frame34_Cluster0,586,586000,0,439.5
397,Frame34_Cluster1,433,433000,0,324.75
398,Frame34_Cluster2,414,414000,0,310.5
399,Frame34_Cluster3,389,389000,0,291.75
400,Frame34_Cluster4,352,352000,0,264.0
401,Frame34_Cluster5,313,313000,0,234.75
402,Frame34_Cluster6,292,292000,0,219.0
403,Frame34_Cluster7,244,244000,0,183.0
404,Frame34_Cluster8,241,241000,0,180.75
405,Frame34_Cluster9,207,207000,0,155.25
406,Frame34_Cluster10,206,206000,0,154.5
407,Frame34_Cluster11,138,138000,0,103.5
408,Frame35_Cluster0,586,586000,0,439.5
409,Frame35_Cluster1,433,433000,0,324.75
410,Frame35_Cluster2,414,414000,0,310.5
411,Frame35_Cluster3,389,389000,0,291.75
412,Frame35_Cluster4,352,352000,0,264.0
413,Frame35_Cluster5,313,313000,0,234.75
414,Frame35_Cluster6,292,292000,0,219.0
415,Frame35_Cluster7,244,244000,0,183.0
416,Frame35_Cluster8,241,241000,0,180.75
417,Frame35_Cluster9,207,207000,0,155.25
418,Frame35_Cluster10,206,206000,0,154.5
419,Frame35_Cluster11,138,138000,0,103.5
420,Frame36_Cluster0,586,586000,0,439.5
