Time [ps],Potential Energy [kJ/mol],Kinetic Energy [kJ/mol],Total Energy [kJ/mol]
975700.0,-49664.31247974145,6524.544631074083,-43139.76784866737
975800.0,-49617.91928160556,6419.48565036161,-43198.43363124395
975900.0,-49652.54034878742,6590.468307211522,-43062.0720415759
976000.0,-49718.07986631409,6395.721972477841,-43322.35789383625
976100.0,-49626.66926635409,6366.924611254619,-43259.74465509947
976200.0,-49662.77492370125,6437.284923135887,-43225.49000056536
976300.0,-49908.9586155491,6354.675979330717,-43554.282636218384
976400.0,-49616.21461119635,6277.58829496171,-43338.626316234644
976500.0,-49717.15129507198,6433.615454027708,-43283.53584104427
976600.0,-49915.527388888004,6358.388312283479,-43557.13907660452
976700.0,-49888.813393500895,6327.9462594107645,-43560.867134090135
976800.0,-49964.05734904077,6322.659701143566,-43641.3976478972
976900.0,-50056.31253244495,6425.284789864907,-43631.027742580045
977000.0,-49949.102229156386,6465.776368772555,-43483.32586038383
977100.0,-49838.2057374487,6432.366947137345,-43405.838790311354
977200.0,-50056.88989258892,6363.654605436559,-43693.23528715236
977300.0,-49711.27319988948,6375.069281898661,-43336.20391799082
977400.0,-49797.51403205133,6522.1501579128635,-43275.363874138464
977500.0,-50033.32377003097,6477.798077305026,-43555.52569272595
977600.0,-49584.58789816218,6427.353601590552,-43157.23429657162
977700.0,-49826.29806826543,6490.601970304797,-43335.69609796064
977800.0,-49946.407528951946,6453.476077387557,-43492.93145156439
977900.0,-49941.165142867554,6341.211971666837,-43599.953171200716
978000.0,-49859.48004616944,6375.194933903027,-43484.285112266414
978100.0,-50037.86622818041,6332.943443556856,-43704.92278462356
978200.0,-50119.35938152011,6482.577482933149,-43636.78189858696
978300.0,-49909.5803187932,6272.349292994057,-43637.23102579915
978400.0,-49679.333352588226,6497.860446125847,-43181.47290646238
978500.0,-49872.955712844225,6686.989761850995,-43185.96595099323
978600.0,-49742.357406056675,6526.903462998464,-43215.45394305821
978700.0,-49822.38272905055,6444.558644362073,-43377.82408468848
978800.0,-49607.71021311898,6401.0880057220365,-43206.62220739695
978900.0,-49592.57712746666,6375.535743834667,-43217.04138363199
979000.0,-49810.61761470849,6459.092285104424,-43351.52532960407
979100.0,-50073.00112986918,6424.301933649043,-43648.69919622014
979200.0,-50041.56773793083,6379.106855880376,-43662.46088205046
979300.0,-50024.36970151395,6444.562765925827,-43579.80693558812
979400.0,-50046.39717037833,6398.69707753492,-43647.70009284341
979500.0,-49969.909720453295,6475.789397719149,-43494.12032273415
979600.0,-50177.98496391327,6427.9926905973025,-43749.99227331597
979700.0,-49961.57991205144,6323.356296665312,-43638.22361538613
979800.0,-50188.13745889558,6378.268919981718,-43809.86853891386
979900.0,-49971.64825985203,6287.650905446746,-43683.997354405285
980000.0,-50025.07207025661,6402.917667219882,-43622.15440303673
980100.0,-49920.168428326535,6473.261085170233,-43446.9073431563
980200.0,-49927.850582649175,6461.2078390870365,-43466.64274356214
980300.0,-50260.489137371114,6504.045535605151,-43756.44360176596
980400.0,-50062.13729544626,6379.08452022094,-43683.05277522532
980500.0,-49853.901868804096,6500.402572338661,-43353.49929646544
980600.0,-50066.08499598448,6447.167401669002,-43618.91759431548
980700.0,-49916.38622068768,6426.021048305502,-43490.36517238218
980800.0,-50013.819328820886,6346.256443551787,-43667.5628852691
980900.0,-50042.84094895223,6501.632549801223,-43541.20839915101
981000.0,-49769.90410938047,6294.732476360137,-43475.171633020334
981100.0,-49755.46684717754,6429.645437995108,-43325.82140918243
981200.0,-49945.08289830774,6635.044087002792,-43310.03881130494
981300.0,-49891.99255496474,6347.165650161687,-43544.82690480305
981400.0,-50058.93521859236,6460.073383153107,-43598.86183543925
981500.0,-49775.65858165262,6513.17380283809,-43262.48477881453
981600.0,-50100.868171517504,6567.549119755452,-43533.31905176205
981700.0,-50073.765483446616,6439.4662195417195,-43634.2992639049
981800.0,-49839.672933051625,6489.422218977289,-43350.25071407433
981900.0,-49899.33178486707,6436.060891069388,-43463.270893797686
982000.0,-49736.27633473772,6434.311370556781,-43301.96496418094
982100.0,-49868.74021819974,6488.990643400246,-43379.74957479949
982200.0,-49770.30238140994,6499.823119286318,-43270.47926212363
982300.0,-50041.05998485259,6345.515719817691,-43695.5442650349
982400.0,-50004.9638405599,6480.52810216068,-43524.435738399225
982500.0,-49767.77096197254,6316.108333563197,-43451.66262840934
982600.0,-49653.37485207301,6392.873003919307,-43260.5018481537
982700.0,-49836.645493762226,6483.682552916237,-43352.96294084599
982800.0,-49971.55514098868,6426.753892998622,-43544.801247990064
982900.0,-49969.20915296361,6434.402072239188,-43534.80708072442
983000.0,-49917.10383980279,6333.982812313869,-43583.121027488916
983100.0,-49763.08322336105,6437.389341095337,-43325.69388226571
983200.0,-49566.75806483791,6359.059561433949,-43207.69850340396
983300.0,-49678.76106645052,6473.874525616236,-43204.88654083428
983400.0,-49711.008336298946,6384.4683542637285,-43326.53998203522
983500.0,-49936.12526386135,6513.50861399003,-43422.61664987132
983600.0,-49897.39230303021,6363.209920783973,-43534.18238224624
983700.0,-50040.49654039183,6295.510204631784,-43744.98633576005
983800.0,-50280.08413492057,6562.476996837485,-43717.60713808309
983900.0,-49878.23597048808,6447.732718195356,-43430.50325229272
984000.0,-49918.606821427675,6371.75151411843,-43546.85530730925
984100.0,-49955.6046614197,6322.066107439056,-43633.53855398064
984200.0,-50031.06202016853,6356.614451626325,-43674.44756854221
984300.0,-50011.762784685576,6427.148433373211,-43584.61435131237
984400.0,-49975.61771345188,6461.183329873258,-43514.43438357862
984500.0,-49995.94139415657,6377.167333832126,-43618.774060324446
984600.0,-49979.46192262497,6471.496956237781,-43507.96496638719
984700.0,-49732.0038510024,6543.227352767496,-43188.7764982349
984800.0,-49931.54933562782,6457.5768239228855,-43473.97251170493
984900.0,-49874.079422377305,6398.02520583425,-43476.05421654305
985000.0,-49934.32405455167,6421.2596746114195,-43513.064379940246
985100.0,-49861.87475390929,6425.0532264097055,-43436.82152749958
985200.0,-49982.15067919748,6381.47621789989,-43600.67446129759
985300.0,-49912.77653808555,6469.4286650170725,-43443.34787306847
985400.0,-49734.16257534138,6379.040121112768,-43355.122454228615
985500.0,-49863.412704132366,6398.463813548675,-43464.94889058369
985600.0,-49833.83238683234,6439.663956091508,-43394.168430740836
985700.0,-49661.99324428188,6451.08035250616,-43210.91289177572
985800.0,-49935.67836422926,6472.458062686072,-43463.22030154319
985900.0,-49814.02867254106,6442.1202298253265,-43371.908442715736
986000.0,-49635.69190978481,6385.702391241092,-43249.98951854371
986100.0,-49756.56595899779,6422.199041268052,-43334.366917729734
986200.0,-49840.449792399755,6324.3790515822875,-43516.070740817464
986300.0,-49713.04754139416,6274.7064819647285,-43438.34105942943
986400.0,-49800.54810588499,6508.551644571483,-43291.99646131351
986500.0,-49394.11447571059,6409.650781402212,-42984.463694308375
986600.0,-49500.06255932887,6470.179881413941,-43029.88267791493
986700.0,-49842.0923843006,6392.013065383623,-43450.07931891698
986800.0,-49685.19680035549,6604.5648639505835,-43080.631936404905
986900.0,-49926.549395438065,6329.440665377611,-43597.108730060456
987000.0,-49893.94919682291,6422.653792158435,-43471.29540466447
987100.0,-49697.9095615706,6452.906395085117,-43245.00316648548
987200.0,-49678.858062240004,6300.914890048383,-43377.94317219162
987300.0,-49825.46966426796,6444.022805129284,-43381.446859138676
987400.0,-49708.69343227453,6278.92467089264,-43429.768761381885
987500.0,-49295.02490030459,6398.445341510229,-42896.57955879436
987600.0,-49902.23015983743,6431.168423458295,-43471.06173637914
987700.0,-49839.13604058015,6479.783704621419,-43359.352335958734
987800.0,-49884.29454202946,6481.716506916952,-43402.578035112514
987900.0,-49720.91395526771,6363.56611855947,-43357.347836708235
988000.0,-49553.03223213529,6292.12383303847,-43260.908399096814
988100.0,-49880.044321533765,6455.213529172394,-43424.83079236137
988200.0,-49796.97451530678,6267.954336507349,-43529.02017879943
988300.0,-49806.79805828203,6297.053461544564,-43509.744596737466
988400.0,-49992.90576148839,6430.074464097306,-43562.83129739109
988500.0,-49786.233210934995,6551.091824505631,-43235.141386429365
988600.0,-49774.17787561294,6331.786839422709,-43442.39103619023
988700.0,-49929.41624178218,6354.615564189613,-43574.80067759257
988800.0,-49915.12594945958,6427.867240620878,-43487.2587088387
988900.0,-49729.659398681244,6373.925356866977,-43355.73404181427
989000.0,-49866.28359047101,6458.76369692866,-43407.51989354235
989100.0,-49749.55268868093,6336.827647084584,-43412.72504159635
989200.0,-49702.47299446263,6401.099615354884,-43301.37337910775
989300.0,-49993.70901345474,6437.0462014146815,-43556.66281204006
989400.0,-49786.490552015144,6471.423822966102,-43315.06672904904
989500.0,-49804.83723506046,6440.30443088784,-43364.532804172624
989600.0,-50166.65935731421,6446.458781914559,-43720.20057539965
989700.0,-49403.81612748584,6390.975389511401,-43012.840737974446
989800.0,-49812.78487191885,6291.212674350907,-43521.57219756794
989900.0,-49682.61878860386,6502.974957863067,-43179.643830740795
990000.0,-49839.04496103962,6451.637179499136,-43387.40778154048
990100.0,-49868.48922066856,6458.0238716369495,-43410.46534903161
990200.0,-49907.035886504214,6442.474523868929,-43464.561362635286
990300.0,-49570.98090278232,6592.565982206264,-42978.414920576055
990400.0,-49680.497746184206,6470.198422165713,-43210.299324018495
990500.0,-49451.758975684206,6461.989863342254,-42989.76911234195
990600.0,-49848.7685643044,6440.539464890757,-43408.22909941364
990700.0,-49876.9443867437,6471.596790807982,-43405.34759593572
990800.0,-49895.620896173,6432.327205011141,-43463.29369116186
990900.0,-49603.076166843566,6443.471503722166,-43159.6046631214
991000.0,-49705.39288174106,6553.728118266676,-43151.664763474386
991100.0,-49933.12960098281,6397.63573711577,-43535.493863867036
991200.0,-49889.370779090656,6376.3059890257455,-43513.06479006491
991300.0,-49757.70303256337,6472.133581287288,-43285.56945127608
991400.0,-49821.073569626606,6388.653248732169,-43432.42032089444
991500.0,-49826.637839039744,6380.796712305423,-43445.84112673432
991600.0,-49815.690582000374,6440.579446269807,-43375.11113573056
991700.0,-49780.07740234489,6402.718105945074,-43377.359296399816
991800.0,-49859.6317874368,6542.044790339776,-43317.58699709702
991900.0,-49846.39693251189,6390.199785842488,-43456.1971466694
992000.0,-50115.12814783711,6366.054193118328,-43749.073954718784
992100.0,-49725.98247416713,6552.829895788945,-43173.15257837819
992200.0,-50010.5611334283,6400.717410491413,-43609.84372293689
992300.0,-49749.733468377584,6414.24552016973,-43335.487948207854
992400.0,-49649.16875195762,6392.627421850491,-43256.54133010713
992500.0,-49847.75593974018,6392.370110915383,-43455.385828824794
992600.0,-49826.60846698818,6424.238565924303,-43402.36990106388
992700.0,-49641.400726172884,6443.371494334703,-43198.02923183818
992800.0,-49633.53999887151,6531.68798359849,-43101.85201527302
992900.0,-49834.0332061409,6450.067673009666,-43383.96553313123
993000.0,-49741.301632079456,6365.988159498605,-43375.31347258085
993100.0,-49946.43975419205,6531.068999839318,-43415.37075435273
993200.0,-49696.064656888746,6455.379798912572,-43240.68485797617
993300.0,-49934.73094137585,6375.439637751377,-43559.29130362447
993400.0,-49769.29916364589,6414.139605480006,-43355.159558165884
993500.0,-49630.292292744656,6444.132472070958,-43186.159820673696
993600.0,-49426.72572863836,6457.568047245591,-42969.15768139277
993700.0,-49721.351565103025,6413.71502291855,-43307.636542184475
993800.0,-49845.721719578985,6383.819865912841,-43461.901853666146
993900.0,-49956.41301649612,6337.433245754508,-43618.97977074161
994000.0,-49887.12649077634,6472.865251906978,-43414.26123886936
994100.0,-49715.15708246391,6331.348125587254,-43383.80895687666
994200.0,-49449.95647127996,6336.446382408076,-43113.51008887189
994300.0,-49548.710046039254,6285.3863775859445,-43263.32366845331
994400.0,-49832.20294088661,6530.550194736401,-43301.652746150205
994500.0,-49795.28368299761,6432.559326024659,-43362.72435697295
994600.0,-49832.54049092751,6498.0623749243805,-43334.47811600313
994700.0,-49943.11311251541,6478.833735233251,-43464.27937728216
994800.0,-49733.04462990432,6485.877737947073,-43247.16689195725
994900.0,-49774.75392647582,6465.554964271487,-43309.19896220433
995000.0,-49990.43378676566,6251.097118787682,-43739.33666797797
995100.0,-49762.2578609704,6437.41628876516,-43324.84157220524
995200.0,-50088.22375891612,6601.871233820013,-43486.35252509611
995300.0,-50179.52134122043,6532.561560065801,-43646.959781154634
995400.0,-50019.02595019172,6387.308030757957,-43631.71791943376
995500.0,-49925.873326396424,6362.5791544245985,-43563.29417197182
995600.0,-49582.21692222977,6322.924926661745,-43259.29199556802
995700.0,-50013.51237489038,6434.423424821605,-43579.08895006878
995800.0,-49859.181751385644,6510.448971847469,-43348.73277953817
995900.0,-50000.06397985098,6325.758000080663,-43674.30597977032
996000.0,-49852.62217153152,6344.147238529758,-43508.47493300176
996100.0,-50141.201610637305,6364.784955633374,-43776.41665500393
996200.0,-50230.86299231695,6436.865018936091,-43793.99797338086
996300.0,-49854.81886686718,6474.6925388502095,-43380.126328016966
996400.0,-49979.78242661596,6420.904866911088,-43558.87755970487
996500.0,-50019.641279066534,6539.763849475734,-43479.8774295908
996600.0,-50160.68618118408,6434.51580923453,-43726.17037194955
996700.0,-50210.95149717013,6318.126034592748,-43892.825462577384
996800.0,-49907.47158894978,6412.093097815951,-43495.37849113383
996900.0,-50031.3023336576,6501.044872186735,-43530.257461470865
997000.0,-50122.82875107291,6428.583731099814,-43694.245019973096
997100.0,-49838.36716066633,6315.873565440503,-43522.493595225824
997200.0,-50264.59296332917,6409.545516906401,-43855.04744642277
997300.0,-49985.78335519049,6435.615202961085,-43550.16815222941
997400.0,-49780.88118598504,6500.120995753459,-43280.76019023158
997500.0,-49899.745972230725,6469.216405552974,-43430.52956667775
997600.0,-50293.72204200499,6301.393557732342,-43992.32848427265
997700.0,-50007.480769599526,6406.905541541038,-43600.575228058486
997800.0,-50243.69448634924,6500.056188033883,-43743.63829831536
997900.0,-50086.31255894052,6428.323992792575,-43657.98856614794
998000.0,-49935.63888182996,6387.386619325183,-43548.25226250478
998100.0,-49717.204375930625,6503.718130688144,-43213.48624524248
998200.0,-50002.34822347891,6486.696280657499,-43515.65194282141
998300.0,-49875.07373591609,6329.346956995262,-43545.72677892083
998400.0,-49849.72032514626,6451.771294131366,-43397.9490310149
998500.0,-49840.58619693418,6412.900091355554,-43427.68610557863
998600.0,-49762.074949404756,6510.064421177907,-43252.01052822685
998700.0,-49896.90129832761,6511.8335839859255,-43385.06771434168
998800.0,-50083.29001680268,6425.933055444423,-43657.35696135826
998900.0,-49868.870758618374,6367.721533415994,-43501.14922520238
999000.0,-50004.35211281575,6366.018300122341,-43638.33381269341
999100.0,-50195.63862430032,6265.832421525243,-43929.80620277508
999200.0,-50226.88018860572,6313.029994402925,-43913.850194202794
999300.0,-50222.75556312851,6330.451847163475,-43892.303715965034
999400.0,-49933.26944238558,6350.016652108483,-43583.252790277096
999500.0,-49915.96787815501,6301.530770524909,-43614.4371076301
999600.0,-49902.8521633296,6544.973143270937,-43357.87902005866
999700.0,-49987.054516783515,6370.700336501034,-43616.354180282484
999800.0,-50046.22557659737,6399.580082709255,-43646.645493888114
999900.0,-49982.57830654131,6451.1415937220645,-43531.436712819246
1000000.0,-49920.82699365924,6411.500731133239,-43509.326262526
1000100.0,-49962.62407619759,6320.942828721081,-43641.68124747651
1000200.0,-49994.90792168876,6446.28645106357,-43548.62147062519
1000300.0,-49825.41280718604,6487.827585650925,-43337.58522153511
1000400.0,-49970.770990014935,6466.854836065268,-43503.91615394967
1000500.0,-49704.194569231186,6484.9598025328905,-43219.2347666983
1000600.0,-49970.67012259823,6394.132181182036,-43576.537941416194
1000700.0,-49845.9732197839,6601.512538847695,-43244.4606809362
1000800.0,-50017.53758009005,6394.520973198661,-43623.01660689139
1000900.0,-49987.963922871735,6464.696679130984,-43523.26724374075
1001000.0,-49951.43058102759,6487.431489781717,-43463.999091245874
1001100.0,-50024.060690759725,6333.959439541346,-43690.10125121838
1001200.0,-49989.32020794601,6568.807621243356,-43420.51258670265
1001300.0,-50336.263282121115,6382.861812603687,-43953.40146951743
1001400.0,-50016.76376295444,6508.7993911249,-43507.96437182954
1001500.0,-50132.58872287091,6393.545603730897,-43739.04311914001
1001600.0,-49940.72470086838,6360.679192095185,-43580.04550877319
1001700.0,-49956.064863133084,6504.993270742396,-43451.07159239069
1001800.0,-49862.59793791162,6380.730528653729,-43481.86740925789
1001900.0,-49969.927033104694,6439.128611663139,-43530.798421441556
1002000.0,-50035.666820856764,6587.553434378422,-43448.11338647834
1002100.0,-49933.170266087924,6367.54504730332,-43565.625218784604
1002200.0,-49679.20361386458,6405.155332474678,-43274.0482813899
1002300.0,-49862.62045868347,6339.406270347421,-43523.21418833605
1002400.0,-50177.345452429814,6385.64083438023,-43791.70461804958
1002500.0,-49770.493393205266,6540.117405035626,-43230.37598816964
1002600.0,-49934.93473299988,6393.967776547806,-43540.966956452074
1002700.0,-50101.03430963845,6450.5754787312,-43650.45883090726
1002800.0,-49824.29589883192,6319.112027704574,-43505.183871127345
1002900.0,-50057.3946222376,6310.865321598008,-43746.529300639595
1003000.0,-50081.67474038273,6409.7326639541625,-43671.94207642857
1003100.0,-49909.36290500806,6518.0992355237495,-43391.26366948432
1003200.0,-50062.67209993864,6452.2700531329465,-43610.40204680569
1003300.0,-50094.80910538163,6510.562206245691,-43584.24689913594
1003400.0,-50138.03056945272,6359.766949315657,-43778.26362013706
1003500.0,-49903.80626170669,6378.32369166488,-43525.48257004181
1003600.0,-49969.15844608875,6507.773768768249,-43461.3846773205
1003700.0,-49758.573238608806,6406.262293460464,-43352.31094514834
1003800.0,-50027.65117236607,6452.770826797017,-43574.88034556906
1003900.0,-50156.8432716509,6501.500744494058,-43655.34252715684
1004000.0,-50050.16413918125,6348.1493305937,-43702.014808587555
1004100.0,-50118.83598986504,6454.976840100407,-43663.859149764634
1004200.0,-50021.32234102271,6366.439257650964,-43654.883083371744
1004300.0,-50129.74277723899,6529.636331441513,-43600.10644579748
1004400.0,-50085.00309570161,6433.8900297652,-43651.11306593641
1004500.0,-49988.02644902494,6418.139463853595,-43569.886985171346
1004600.0,-49909.5207234867,6501.482847893447,-43408.03787559325
1004700.0,-50263.20976412387,6523.611082559707,-43739.598681564166
1004800.0,-49968.39301744127,6348.247420560544,-43620.14559688072
1004900.0,-50122.37425271259,6394.785206399078,-43727.58904631351
