Time [ps],Potential Energy [kJ/mol],Kinetic Energy [kJ/mol],Total Energy [kJ/mol]
201100.0,-598682.2554276487,64267.35213602334,-534414.9032916253
201200.0,-598184.5956100856,64266.70346189749,-533917.8921481882
201300.0,-598296.689914899,64331.87419745399,-533964.815717445
201400.0,-598475.5510709595,64041.87966738075,-534433.6714035788
201500.0,-598415.196790284,64209.50086490979,-534205.6959253743
201600.0,-598557.6996767756,64167.42314280873,-534390.2765339669
201700.0,-599178.91465739,63934.40908250768,-535244.5055748823
201800.0,-598470.3111732202,64738.31562412635,-533731.9955490938
201900.0,-598603.5077387483,64367.88111903926,-534235.6266197091
202000.0,-598676.7817480536,64437.85793569163,-534238.923812362
202100.0,-598688.2761765776,64211.807587432675,-534476.4685891449
202200.0,-598906.3703480259,64148.300127017035,-534758.0702210088
202300.0,-599019.3842062119,64330.16933020646,-534689.2148760054
202400.0,-599165.959687334,64175.43588396067,-534990.5238033733
202500.0,-599130.0492312717,63860.21756646012,-535269.8316648116
202600.0,-598870.9120977116,64424.99722736818,-534445.9148703434
202700.0,-599212.7581148393,63990.713586735816,-535222.0445281035
202800.0,-599407.5993520813,64147.5503175346,-535260.0490345467
202900.0,-599279.9326981315,64613.03009410919,-534666.9026040223
203000.0,-599131.3937073227,63909.223773765414,-535222.1699335573
203100.0,-599166.319406437,64234.17557811011,-534932.1438283268
203200.0,-599183.762151357,64300.705177856864,-534883.0569735002
203300.0,-600168.2150900504,64323.576700743295,-535844.6383893071
203400.0,-600625.9353833525,64511.29145189958,-536114.6439314529
203500.0,-600401.1835860222,63765.064093040586,-536636.1194929817
203600.0,-600077.7145998747,64526.86827360555,-535550.8463262691
203700.0,-599891.7628380344,64306.895231539864,-535584.8676064946
203800.0,-599818.1297047484,64323.17679778118,-535494.9529069673
203900.0,-599847.4970216299,64326.47884453785,-535521.0181770921
204000.0,-600055.9976556154,64359.02062052366,-535696.9770350917
204100.0,-600553.758076957,64475.79046872063,-536077.9676082364
204200.0,-599938.5349933299,63837.970199956006,-536100.5647933739
204300.0,-600388.920707537,64886.6518251616,-535502.2688823753
204400.0,-600095.8263763094,64489.68451708314,-535606.1418592263
204500.0,-599742.3476370674,64726.87117646096,-535015.4764606064
204600.0,-600089.1379425337,64095.21743719201,-535993.9205053417
204700.0,-600206.784955156,64049.28335188985,-536157.5016032662
204800.0,-600029.6662616048,64523.43799555994,-535506.2282660448
204900.0,-598997.0622496908,64387.909390162065,-534609.1528595287
205000.0,-599837.3142546251,63990.38976782261,-535846.9244868025
205100.0,-600184.996210795,63437.33295592597,-536747.663254869
205200.0,-600283.8311198117,63991.04034062257,-536292.7907791892
205300.0,-599933.0259993316,64480.2895058203,-535452.7364935114
205400.0,-599702.7417341124,63901.69160197528,-535801.0501321371
205500.0,-600015.363853209,64234.07632493758,-535781.2875282713
205600.0,-599978.1889427651,64007.795928850996,-535970.3930139141
205700.0,-599806.7346661224,64501.5174091131,-535305.2172570092
205800.0,-600188.5831628639,63702.73774789407,-536485.8454149698
205900.0,-600485.9312112504,63838.8510358909,-536647.0801753595
206000.0,-599720.5799877427,64490.91550602828,-535229.6644817144
206100.0,-600351.3822466626,64067.045943175995,-536284.3363034866
206200.0,-600547.6616974113,64310.00271124671,-536237.6589861646
206300.0,-600759.1370450865,64707.86158791134,-536051.2754571751
206400.0,-601058.8033332714,64421.15071696679,-536637.6526163046
206500.0,-600996.9821571464,64072.1419002762,-536924.8402568703
206600.0,-600186.533108037,64473.39895693891,-535713.1341510981
206700.0,-600447.1393893636,64134.25530230618,-536312.8840870574
206800.0,-600854.2353405232,64212.02464796765,-536642.2106925555
206900.0,-601402.8808358045,64234.46996918648,-537168.410866618
207000.0,-601387.6369864712,64120.36695100056,-537267.2700354707
207100.0,-600688.6909439978,64421.398933262244,-536267.2920107356
207200.0,-600900.0372242223,64251.469273641276,-536648.5679505811
207300.0,-600473.3334194669,64266.244824422225,-536207.0885950447
207400.0,-601187.4951263936,64422.70256757748,-536764.7925588161
207500.0,-600283.4901907757,63940.14849249124,-536343.3416982845
207600.0,-600534.3396139999,63906.36215652973,-536627.9774574703
207700.0,-600929.1278196354,64254.525742905076,-536674.6020767303
207800.0,-600906.1327637472,64023.76054050583,-536882.3722232414
207900.0,-601260.6835293784,63493.07572559934,-537767.6078037791
208000.0,-600743.2821226285,64384.302921178874,-536358.9792014497
208100.0,-601514.1916914328,63684.11549806762,-537830.0761933653
208200.0,-601386.3474079536,64134.19674906561,-537252.1506588879
208300.0,-601433.026041986,64469.96667132033,-536963.0593706656
208400.0,-601438.1858824593,64221.42730993551,-537216.7585725237
208500.0,-601562.2652818861,64238.63539059086,-537323.6298912952
208600.0,-600922.8818343028,64565.32665117491,-536357.5551831279
208700.0,-601241.9773141185,64722.95471825429,-536519.0225958643
208800.0,-601998.5262351135,63989.69919568538,-538008.8270394282
208900.0,-601510.3958555472,64048.73382151415,-537461.662034033
209000.0,-601743.0152442198,64159.81272639147,-537583.2025178283
209100.0,-601712.9840357976,64952.49345167924,-536760.4905841184
209200.0,-601450.9040713435,64387.161240530026,-537063.7428308134
209300.0,-602074.932160466,63702.61328124351,-538372.3188792225
209400.0,-601431.4121009158,64180.69629973289,-537250.7158011829
209500.0,-601196.6009986349,63728.20630864856,-537468.3946899864
209600.0,-602494.7826188457,64649.13454353792,-537845.6480753077
209700.0,-601589.6800921307,64240.19666251974,-537349.483429611
209800.0,-601346.2797094317,64137.50485818629,-537208.7748512455
209900.0,-601625.6569525094,64111.51468961562,-537514.1422628938
210000.0,-601481.2850200676,64324.44795607476,-537156.8370639929
210100.0,-601301.2425611186,64376.69716736638,-536924.5453937522
210200.0,-601660.4809810825,64168.93847661582,-537491.5425044667
210300.0,-601358.7293550032,63959.67614814539,-537399.0532068579
210400.0,-601829.1344517637,64291.03928156796,-537538.0951701958
210500.0,-601887.0767591216,63383.159545357936,-538503.9172137637
210600.0,-601269.1883952024,64443.413677028264,-536825.7747181741
210700.0,-601331.5309710877,64399.99338138966,-536931.5375896981
210800.0,-601732.6691722231,63843.021416527976,-537889.647755695
210900.0,-601899.2273235098,64592.2132416768,-537307.014081833
211000.0,-601671.4274982093,64341.11304567277,-537330.3144525365
211100.0,-601971.6136871635,64314.06246436936,-537657.5512227941
